Division,Division Description,Major Group,Major Group Description,Industry Group,Industry Group Description,SIC,Description,GICS,etf_ticker
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3826,Laboratory Analytical Instruments,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3827,Optical Instruments and Lenses,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",382,"Laboratory Apparatus And Analytical, Optical, Measuring, and Controlling Instruments",3829,"Measuring and Controlling Devices, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",384,"Surgical, Medical, And Dental Instruments And Supplies",3841,Surgical and Medical Instruments and Apparatus,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",384,"Surgical, Medical, And Dental Instruments And Supplies",3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",384,"Surgical, Medical, And Dental Instruments And Supplies",3843,Dental Equipment and Supplies,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",384,"Surgical, Medical, And Dental Instruments And Supplies",3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",384,"Surgical, Medical, And Dental Instruments And Supplies",3845,Electromedical and Electrotherapeutic Apparatus,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",385,Ophthalmic Goods,3851,Ophthalmic Goods,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",386,Photographic Equipment And Supplies,3861,Photographic Equipment and Supplies,Industrials,XLI
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",387,"Watches, Clocks, Clockwork Operated Devices, and Parts",3873,"Watches, Clocks, Clockwork Operated Devices, and Parts",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,391,"Jewelry, Silverware, And Plated Ware",3911,"Jewelry, Precious Metal",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,391,"Jewelry, Silverware, And Plated Ware",3914,"Silverware, Plated Ware, and Stainless Steel Ware",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,391,"Jewelry, Silverware, And Plated Ware",3915,"Jewelers' Findings and Materials, and Lapidary Work",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,393,Musical Instruments,3931,Musical Instruments,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,394,"Dolls, Toys, Games And Sporting And Athletic",3942,Dolls and Stuffed Toys,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,394,"Dolls, Toys, Games And Sporting And Athletic",3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,394,"Dolls, Toys, Games And Sporting And Athletic",3949,"Sporting and Athletic Goods, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,395,"Pens, Pencils, And Other Artists Materials",3951,"Pens, Mechanical Pencils, and Parts",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,395,"Pens, Pencils, And Other Artists Materials",3952,"Lead Pencils, Crayons, and Artists' Materials",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,395,"Pens, Pencils, And Other Artists Materials",3953,Marking Devices,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,395,"Pens, Pencils, And Other Artists Materials",3955,Carbon Paper and Inked Ribbons,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,396,"Costume Jewelry, Costume Novelties, Buttons, And Miscellaneous Notions, Ecept Precious Metal",3961,"Costume Jewelry and Costume Novelties, Except Precious Metal",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,396,"Costume Jewelry, Costume Novelties, Buttons, And Miscellaneous Notions, Ecept Precious Metal",3965,"Fasteners, Buttons, Needles, and Pins",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,399,Miscellaneous Manufacturing Industries,3991,Brooms and Brushes,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,399,Miscellaneous Manufacturing Industries,3993,Signs and Advertising Specialties,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,399,Miscellaneous Manufacturing Industries,3995,Burial Caskets,Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,399,Miscellaneous Manufacturing Industries,3996,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified",Industrials,XLI
D,Manufacturing,39,Miscellaneous Manufacturing Industries,399,Miscellaneous Manufacturing Industries,3999,"Manufacturing Industries, Not Elsewhere Classified",Industrials,XLI
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,401,Railroads,4011,"Railroads, Line-Haul Operating",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,401,Railroads,4013,Railroad Switching and Terminal Establishments,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,411,Local And Suburban Passenger Transportation,4111,Local and Suburban Transit,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,411,Local And Suburban Passenger Transportation,4119,"Local Passenger Transportation, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,412,Taxicabs,4121,Taxicabs,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,413,Intercity And Rural Bus Transportation,4131,Intercity and Rural Bus Transportation,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,414,Bus Charter Service,4141,Local Bus Charter Service,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,414,Bus Charter Service,4142,"Bus Charter Service, Except Local",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,415,School Buses,4151,School Buses,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,417,Terminal And Service Facilities For Motor Vehicle,4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,421,"Trucking And Courier Services, Except Air",4212,Local Trucking Without Storage,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,421,"Trucking And Courier Services, Except Air",4213,"Trucking, Except Local",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,421,"Trucking And Courier Services, Except Air",4214,Local Trucking With Storage,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,421,"Trucking And Courier Services, Except Air",4215,"Courier Services, Except by Air",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,422,Public Warehousing And Storage,4221,Farm Product Warehousing and Storage,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,422,Public Warehousing And Storage,4222,Refrigerated Warehousing and Storage,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,422,Public Warehousing And Storage,4225,General Warehousing and Storage,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,422,Public Warehousing And Storage,4226,"Special Warehousing and Storage, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,423,Terminal And Joint Terminal Maintenance,4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",43,United States Postal Service,431,United States Postal Service,4311,United States Postal Service,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,441,Deep Sea Foreign Transportation Of Freight,4412,Deep Sea Foreign Transportation of Freight,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,442,Deep Sea Domestic Transportation Of Freight,4424,Deep Sea Domestic Transportation of Freight,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,443,Freight Transportation On The Great Lakes-st.,4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,444,"Water Transportation Of Freight, Not Elsewhere",4449,"Water Transportation of Freight, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,448,Water Transportation Of Passengers,4481,"Deep Sea Transportation of Passengers, Except by Ferry",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,448,Water Transportation Of Passengers,4482,Ferries,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,448,Water Transportation Of Passengers,4489,"Water Transportation of Passengers, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,449,Services Incidental To Water Transportation,4491,Marine Cargo Handling,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,449,Services Incidental To Water Transportation,4492,Towing and Tugboat Services,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,449,Services Incidental To Water Transportation,4493,Marinas,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,449,Services Incidental To Water Transportation,4499,"Water Transportation Services, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,451,"Air Transportation, Scheduled, And Air Courier",4512,"Air Transportation, Scheduled",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,451,"Air Transportation, Scheduled, And Air Courier",4513,Air Courier Services,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,452,"Air Transportation, Nonscheduled",4522,"Air Transportation, Nonscheduled",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,458,"Airports, Flying Fields, And Airport Terminal",4581,"Airports, Flying Fields, and Airport Terminal Services",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",461,"Pipelines, Except Natural Gas",4612,Crude Petroleum Pipelines,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",461,"Pipelines, Except Natural Gas",4613,Refined Petroleum Pipelines,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",461,"Pipelines, Except Natural Gas",4619,"Pipelines, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,472,Arrangement Of Passenger Transportation,4724,Travel Agencies,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,472,Arrangement Of Passenger Transportation,4725,Tour Operators,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,472,Arrangement Of Passenger Transportation,4729,"Arrangement of Passenger Transportation, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,473,Arrangement Of Transportation Of Freight And Cargo,4731,Arrangement of Transportation of Freight and Cargo,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,474,Rental Of Railroad Cars,4741,Rental of Railroad Cars,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,478,Miscellaneous Services Incidental To Transportation,4783,Packing and Crating,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,478,Miscellaneous Services Incidental To Transportation,4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,478,Miscellaneous Services Incidental To Transportation,4789,"Transportation Services, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,481,Telephone Communications,4812,Radiotelephone Communications,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,481,Telephone Communications,4813,"Telephone Communications, Except Radiotelephone",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,482,Telegraph And Other Message Communications,4822,Telegraph and Other Message Communications,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,483,Radio And Television Broadcasting Stations,4832,Radio Broadcasting Stations,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,483,Radio And Television Broadcasting Stations,4833,Television Broadcasting Stations,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,484,Cable And Other Pay Television Services,4841,Cable and Other Pay Television Services,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,489,"Communications Services, Not Elsewhere",4899,"Communications Services, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",491,Electric Services,4911,Electric Services,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",492,Gas Production And Distribution,4922,Natural Gas Transmission,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",492,Gas Production And Distribution,4923,Natural Gas Transmission and Distribution,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",492,Gas Production And Distribution,4924,Natural Gas Distribution,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",492,Gas Production And Distribution,4925,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",493,"Combination Electric And Gas, And Other Utility",4931,Electric and Other Services Combined,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",493,"Combination Electric And Gas, And Other Utility",4932,Gas and Other Services Combined,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",493,"Combination Electric And Gas, And Other Utility",4939,"Combination Utilities, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",494,Water Supply,4941,Water Supply,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",495,Sanitary Services,4952,Sewerage Systems,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",495,Sanitary Services,4953,Refuse Systems,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",495,Sanitary Services,4959,"Sanitary Services, Not Elsewhere Classified",Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",496,Steam And Air-conditioning Supply,4961,Steam and Air-Conditioning Supply,Communication Services,XLC
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services ",497,Irrigation Systems,4971,Irrigation Systems,Communication Services,XLC
F,Wholesale Trade,50,Wholesale Trade-durable Goods,501,Motor Vehicles And Motor Vehicle Parts And Supplies,5012,Automobiles and Other Motor Vehicles,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,501,Motor Vehicles And Motor Vehicle Parts And Supplies,5013,Motor Vehicle Supplies and New Parts,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,501,Motor Vehicles And Motor Vehicle Parts And Supplies,5014,Tires and Tubes,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,501,Motor Vehicles And Motor Vehicle Parts And Supplies,5015,"Motor Vehicle Parts, Used",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,502,Furniture And Home Furnishings,5021,Furniture,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,502,Furniture And Home Furnishings,5023,Home furnishings,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,503,Lumber And Other Construction Materials,5031,"Lumber, Plywood, Millwork, and Wood Panels",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,503,Lumber And Other Construction Materials,5032,"Brick, Stone, and Related Construction Materials",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,503,Lumber And Other Construction Materials,5033,"Roofing, Siding, and Insulation Materials",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,503,Lumber And Other Construction Materials,5039,"Construction Materials, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5043,Photographic Equipment and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5044,Office Equipment,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5045,Computers and Computer Peripheral Equipment and Software,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5046,"Commercial Equipment, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5047,"Medical, Dental, and Hospital Equipment and Supplies",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5048,Ophthalmic Goods,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,504,Professional And Commercial Equipment And Supplies,5049,"Professional Equipment and Supplies, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,505,"Metals And Minerals, Except Petroleum",5051,Metals Service Centers and Offices,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,505,"Metals And Minerals, Except Petroleum",5052,Coal and Other Minerals and Ores,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,506,Electrical Goods,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,506,Electrical Goods,5064,"Electrical Appliances, Television and Radio Sets",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,506,Electrical Goods,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,507,"Hardware, And Plumbing And Heating Equipment",5072,Hardware,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,507,"Hardware, And Plumbing And Heating Equipment",5074,Plumbing and Heating Equipment and Supplies (Hydronics),Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,507,"Hardware, And Plumbing And Heating Equipment",5075,Warm Air Heating and Air-Conditioning Equipment and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,507,"Hardware, And Plumbing And Heating Equipment",5078,Refrigeration Equipment and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5082,Construction and Mining (Except Petroleum) Machinery and Equipment,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5083,Farm and Garden Machinery and Equipment,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5084,Industrial Machinery and Equipment,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5085,Industrial Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5087,Service Establishment Equipment and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,508,"Machinery, Equipment, And Supplies",5088,"Transportation Equipment and Supplies, Except Motor Vehicles",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,509,Miscellaneous Durable Goods,5091,Sporting and Recreational Goods and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,509,Miscellaneous Durable Goods,5092,Toys and Hobby Goods and Supplies,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,509,Miscellaneous Durable Goods,5093,Scrap and Waste Materials,Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,509,Miscellaneous Durable Goods,5094,"Jewelry, Watches, Precious Stones, and Precious Metals",Consumer Staples,XLP
F,Wholesale Trade,50,Wholesale Trade-durable Goods,509,Miscellaneous Durable Goods,5099,"Durable Goods, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,511,Paper And Paper Products,5111,Printing and Writing Paper,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,511,Paper And Paper Products,5112,Stationery and Office Supplies,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,511,Paper And Paper Products,5113,Industrial and Personal Service Paper,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,512,"Drugs, Drug Proprietaries, And Druggists' Sundries",5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,513,"Apparel, Piece Goods, And Notions",5131,"Piece Goods, Notions, and Other Dry Good",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,513,"Apparel, Piece Goods, And Notions",5136,Men's and Boy's Clothing and Furnishings,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,513,"Apparel, Piece Goods, And Notions",5137,"Women's, Children's, and Infants' Clothing and Accessories",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,513,"Apparel, Piece Goods, And Notions",5139,Footwear,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5141,"Groceries, General Line",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5142,Packaged Frozen Foods,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5143,"Dairy Products, Except Dried or Canned",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5144,Poultry and Poultry Products,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5145,Confectionery,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5146,Fish and Seafoods,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5147,Meats and Meat Products,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5148,Fresh Fruits and Vegetables,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,514,Groceries And Related Products,5149,"Groceries and Related Products, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,515,Farm-product Raw Materials,5153,Grain and Field Beans,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,515,Farm-product Raw Materials,5154,Livestock,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,515,Farm-product Raw Materials,5159,"Farm-Product Raw Materials, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,516,Chemicals And Allied Products,5162,Plastics Materials and Basic Forms and Shapes,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,516,Chemicals And Allied Products,5169,"Chemicals and Allied Products, Not Elsewhere Classified",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,517,Petroleum And Petroleum Products,5171,Petroleum Bulk stations and Terminals,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,517,Petroleum And Petroleum Products,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,518,"Beer, Wine, And Distilled Alcoholic Beverages",5181,Beer and Ale,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,518,"Beer, Wine, And Distilled Alcoholic Beverages",5182,Wine and Distilled Alcoholic Beverages,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5191,Farm Supplies,Consumer Staples,XLP
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,519,Miscellaneous Non-durable Goods,5192,"Books, Periodicals, and Newspapers",Consumer Staples,XLP
